"Gene","Count","Tissue","Patient ID","Data File ID"
"ENSG00000166143","0","Cerebellum","NEUPM864FBE","CGND-HRA-01613"
"ENSG00000166143","16","Cerebellum","NEUPU334DL1","CGND-HRA-01370"
"ENSG00000166143","6","Cerebellum","NEURA496RM8","CGND-HRA-03408"
"ENSG00000166143","4","Cerebellum","NEURD419AFL","CGND-HRA-03037"
"ENSG00000166143","7","Cerebellum","NEURD711XCL","CGND-HRA-00721"
"ENSG00000166143","10","Cerebellum","NEURJ886YZU","CGND-HRA-01510-2"
"ENSG00000166143","6","Cerebellum","NEURK749WFB","CGND-HRA-00729"
"ENSG00000166143","22","Cerebellum","NEURN516YR8","CGND-HRA-00720"
"ENSG00000166143","7","Cerebellum","NEURW761XNG","CGND-HRA-01451"
"ENSG00000166143","6","Cerebellum","NEURX991BWB","CGND-HRA-00618"
"ENSG00000166143","6","Cerebellum","NEURY396DC4","CGND-HRA-01603"
"ENSG00000166143","0","Cerebellum","NEURY468PVP","CGND-HRA-02244"
"ENSG00000166143","15","Cerebellum","NEUTB398FC9","CGND-HRA-00434"
"ENSG00000166143","2","Cerebellum","NEUTC015WBG","CGND-HRA-02500"
"ENSG00000166143","11","Cerebellum","NEUTC651YRK","CGND-HRA-01591-2"
"ENSG00000166143","6","Cerebellum","NEUTD254HL0","CGND-HRA-01516"
"ENSG00000166143","3","Cerebellum","NEUTL441LZ7","CGND-HRA-00319"
"ENSG00000166143","7","Cerebellum","NEUTL588HAA","CGND-HRA-01459"
"ENSG00000166143","25","Cerebellum","NEUTN269WMP","CGND-HRA-03031"
"ENSG00000166143","11","Cerebellum","NEUTP019MY9","CGND-HRA-00357"
"ENSG00000166143","3","Cerebellum","NEUTP414KZ2","CGND-HRA-00196"
"ENSG00000166143","6","Cerebellum","NEUTR110WRK","CGND-HRA-02533"
"ENSG00000166143","11","Cerebellum","NEUTZ062XC5","CGND-HRA-00653"
"ENSG00000166143","3","Cerebellum","NEUTZ242FYW","CGND-HRA-02486"
"ENSG00000166143","8","Cerebellum","NEUUE532LFF","CGND-HRA-00723"
"ENSG00000166143","11","Cerebellum","NEUUF289NRL","CGND-HRA-01366"
"ENSG00000166143","7","Cerebellum","NEUUK557CZW","CGND-HRA-00475"
"ENSG00000166143","11","Cerebellum","NEUUW406NWF","CGND-HRA-03491"
"ENSG00000166143","13","Cerebellum","NEUUW911LWA","CGND-HRA-00538"
"ENSG00000166143","1","Cerebellum","NEUUY552RBK","CGND-HRA-01644"
"ENSG00000166143","3","Cerebellum","NEUUZ212DHJ","CGND-HRA-03019"
"ENSG00000166143","1","Cerebellum","NEUVB305VU7","CGND-HRA-00194"
"ENSG00000166143","8","Cerebellum","NEUVE818GRA","CGND-HRA-03063"
"ENSG00000166143","9","Cerebellum","NEUVM032BF2","CGND-HRA-02632"
"ENSG00000166143","3","Cerebellum","NEUVZ387WGH","CGND-HRA-00326"
"ENSG00000166143","7","Cerebellum","NEUWC334RTZ","CGND-HRA-01372"
"ENSG00000166143","15","Cerebellum","NEUWD570BTK","CGND-HRA-01378"
"ENSG00000166143","2","Cerebellum","NEUWG326WUJ","CGND-HRA-01619"
"ENSG00000166143","4","Cerebellum","NEUWG523WRV","CGND-HRA-00639-2"
"ENSG00000166143","9","Cerebellum","NEUWK953TJN","CGND-HRA-02450"
"ENSG00000166143","12","Cerebellum","NEUWL993GU2","CGND-HRA-00676"
"ENSG00000166143","7","Cerebellum","NEUWP285RM6","CGND-HRA-00416"
"ENSG00000166143","7","Cerebellum","NEUWT414AYT","CGND-HRA-02181"
"ENSG00000166143","6","Cerebellum","NEUWX051HMF","CGND-HRA-01442"
"ENSG00000166143","7","Cerebellum","NEUWX086DGZ","CGND-HRA-00075"
"ENSG00000166143","4","Cerebellum","NEUWZ373ZHA","CGND-HRA-00311"
"ENSG00000166143","32","Cerebellum","NEUWZ841BRT","CGND-HRA-03265"
"ENSG00000166143","8","Cerebellum","NEUXD265LJ8","CGND-HRA-01657"
"ENSG00000166143","9","Cerebellum","NEUXD817GGZ","CGND-HRA-00718"
"ENSG00000166143","4","Cerebellum","NEUXD817GGZ","CGND-HRA-02220"
"ENSG00000166143","8","Cerebellum","NEUXF746MEU","CGND-HRA-02462"
"ENSG00000166143","5","Cerebellum","NEUXR145UBL","CGND-HRA-01358"
"ENSG00000166143","12","Cerebellum","NEUXT258BD4","CGND-HRA-00728"
"ENSG00000166143","4","Cerebellum","NEUXT979EZV","CGND-HRA-00078"
"ENSG00000166143","4","Cerebellum","NEUXV447YXF","CGND-HRA-03421"
"ENSG00000166143","2","Cerebellum","NEUXW599BNC","CGND-HRA-01311"
"ENSG00000166143","3","Cerebellum","NEUXY076JMB","CGND-HRA-00662"
"ENSG00000166143","10","Cerebellum","NEUYB686REL","CGND-HRA-00079"
"ENSG00000166143","8","Cerebellum","NEUYE611NWL","CGND-HRA-03330"
"ENSG00000166143","6","Cerebellum","NEUYJ579GT6","CGND-HRA-02175"
"ENSG00000166143","5","Cerebellum","NEUYM351YP3","CGND-HRA-02480"
"ENSG00000166143","1","Cerebellum","NEUYT145HVC","CGND-HRA-02156"
"ENSG00000166143","15","Cerebellum","NEUYT145HVC","CGND-HRA-03614"
"ENSG00000166143","4","Cerebellum","NEUYV496XLP","CGND-HRA-00070"
"ENSG00000166143","12","Cerebellum","NEUYW563PXU","CGND-HRA-02493-2"
"ENSG00000166143","16","Cerebellum","NEUYX020CB0","CGND-HRA-00386"
"ENSG00000166143","12","Cerebellum","NEUYY221HZA","CGND-HRA-00724"
"ENSG00000166143","6","Cerebellum","NEUZB953VCD","CGND-HRA-00598"
"ENSG00000166143","12","Cerebellum","NEUZK186ZK4","CGND-HRA-00202"
"ENSG00000166143","23","Cerebellum","NEUZU200WEQ","CGND-HRA-00071"
"ENSG00000166143","7","Cerebellum","NEUZV622ZHF","CGND-HRA-00636"
"ENSG00000166143","5","Cerebellum","NEUZX073BDK","CGND-HRA-00372"
"ENSG00000166143","5","Cerebellum","NEUZX847VWV-NEUWR459TCY","CGND-HRA-01556"
"ENSG00000173548","585","Cerebellum","GWF14-01","CGND-HRA-00295"
"ENSG00000173548","313","Cerebellum","JHU10","CGND-HRA-00106"
"ENSG00000173548","306","Cerebellum","JHU12","CGND-HRA-00108"
"ENSG00000173548","293","Cerebellum","JHU14","CGND-HRA-00110"
"ENSG00000173548","486","Cerebellum","JHU15","CGND-HRA-00111"
"ENSG00000173548","263","Cerebellum","JHU21","CGND-HRA-00117-2"
"ENSG00000173548","178","Cerebellum","JHU22","CGND-HRA-00118"
"ENSG00000173548","94","Cerebellum","JHU25","CGND-HRA-00121"
"ENSG00000173548","494","Cerebellum","JHU29","CGND-HRA-00125"
"ENSG00000173548","445","Cerebellum","JHU3","CGND-HRA-00099"
"ENSG00000173548","231","Cerebellum","JHU30","CGND-HRA-00126"
"ENSG00000173548","367","Cerebellum","JHU32","CGND-HRA-00128"
"ENSG00000173548","314","Cerebellum","JHU34","CGND-HRA-00130"
"ENSG00000173548","130","Cerebellum","JHU4","CGND-HRA-00100"
"ENSG00000173548","835","Cerebellum","JHU44","CGND-HRA-00140"
"ENSG00000173548","527","Cerebellum","JHU45","CGND-HRA-00141"
"ENSG00000173548","462","Cerebellum","JHU46","CGND-HRA-00142"
"ENSG00000173548","471","Cerebellum","JHU47","CGND-HRA-00143"
"ENSG00000173548","204","Cerebellum","JHU5","CGND-HRA-00101"
"ENSG00000173548","928","Cerebellum","JHU50","CGND-HRA-00146"
"ENSG00000173548","445","Cerebellum","JHU55","CGND-HRA-00151"
"ENSG00000173548","358","Cerebellum","JHU58","CGND-HRA-00154"
"ENSG00000173548","432","Cerebellum","JHU60","CGND-HRA-00156"
"ENSG00000173548","227","Cerebellum","JHU63","CGND-HRA-00159"
"ENSG00000173548","178","Cerebellum","JHU70","CGND-HRA-00166"
"ENSG00000173548","218","Cerebellum","JHU72","CGND-HRA-00168"
"ENSG00000173548","206","Cerebellum","JHU73","CGND-HRA-00169"
"ENSG00000173548","317","Cerebellum","JHU73","CGND-HRA-00523"
"ENSG00000173548","252","Cerebellum","JHU74","CGND-HRA-00170"
"ENSG00000173548","532","Cerebellum","JHU79","CGND-HRA-00175"
"ENSG00000173548","687","Cerebellum","JHU79","CGND-HRA-00525"
"ENSG00000173548","269","Cerebellum","JHU8","CGND-HRA-00104"
"ENSG00000173548","267","Cerebellum","JHU80","CGND-HRA-00566"
"ENSG00000173548","435","Cerebellum","JHU82","CGND-HRA-00178"
"ENSG00000173548","382","Cerebellum","JHU82","CGND-HRA-00531"
"ENSG00000173548","268","Cerebellum","JHU83","CGND-HRA-00179"
"ENSG00000173548","411","Cerebellum","JHU83","CGND-HRA-00532"
"ENSG00000173548","204","Cerebellum","NEUAA712LGL","CGND-HRA-03025"
"ENSG00000173548","385","Cerebellum","NEUAE883HW3","CGND-HRA-02642"
"ENSG00000173548","770","Cerebellum","NEUAG831KFQ","CGND-HRA-01430"
"ENSG00000173548","606","Cerebellum","NEUAJ995AXE","CGND-HRA-02468"
"ENSG00000173548","354","Cerebellum","NEUAL503EPH","CGND-HRA-01303"
"ENSG00000173548","523","Cerebellum","NEUAL503EPH","CGND-HRA-03600"
"ENSG00000173548","365","Cerebellum","NEUAP156PM4","CGND-HRA-00183"
"ENSG00000173548","334","Cerebellum","NEUAP156PM4","CGND-HRA-00534"
"ENSG00000173548","449","Cerebellum","NEUAT369TG5","CGND-HRA-00333"
"ENSG00000173548","509","Cerebellum","NEUAV181KYK","CGND-HRA-02407"
"ENSG00000173548","410","Cerebellum","NEUAV667LJK","CGND-HRA-00341"
"ENSG00000173548","709","Cerebellum","NEUAY067UTB","CGND-HRA-00746"
"ENSG00000173548","453","Cerebellum","NEUBB078VEG","CGND-HRA-01319"
"ENSG00000173548","773","Cerebellum","NEUBD692FG6","CGND-HRA-03324"
"ENSG00000173548","261","Cerebellum","NEUBE992ZD1","CGND-HRA-01606"
"ENSG00000173548","462","Cerebellum","NEUBN400CYR","CGND-HRA-03415"
"ENSG00000173548","219","Cerebellum","NEUBU587UWA","CGND-HRA-02238"
"ENSG00000173548","398","Cerebellum","NEUBU920EK5","CGND-HRA-03312"
"ENSG00000173548","793","Cerebellum","NEUCG551GV1","CGND-HRA-00469"
"ENSG00000173548","233","Cerebellum","NEUCN416KGV","CGND-HRA-02250"
"ENSG00000173548","715","Cerebellum","NEUCP856ZH7","CGND-HRA-03307"
"ENSG00000173548","213","Cerebellum","NEUCV649UJK","CGND-HRA-00722"
"ENSG00000173548","476","Cerebellum","NEUCW292DYJ","CGND-HRA-00727"
"ENSG00000173548","313","Cerebellum","NEUCY461UB1","CGND-HRA-03045"
"ENSG00000173548","294","Cerebellum","NEUDA151YMK","CGND-HRA-00593"
"ENSG00000173548","775","Cerebellum","NEUDD512DJM","CGND-HRA-03463"
"ENSG00000173548","232","Cerebellum","NEUDG361GA9","CGND-HRA-00208"
"ENSG00000173548","172","Cerebellum","NEUDG727NTW","CGND-HRA-00428"
"ENSG00000173548","635","Cerebellum","NEUDH441CDB","CGND-HRA-03389"
"ENSG00000173548","375","Cerebellum","NEUDJ612NZM","CGND-HRA-02474"
"ENSG00000173548","223","Cerebellum","NEUDK592BDZ","CGND-HRA-02149"
"ENSG00000173548","310","Cerebellum","NEUDM397JGD","CGND-HRA-00205"
"ENSG00000173548","123","Cerebellum","NEUDR086ZDQ","CGND-HRA-00207"
"ENSG00000173548","174","Cerebellum","NEUDT233ZZ1","CGND-HRA-00422"
"ENSG00000173548","471","Cerebellum","NEUDT709YHN","CGND-HRA-01650"
"ENSG00000173548","508","Cerebellum","NEUDX768ADY","CGND-HRA-02797"
"ENSG00000173548","544","Cerebellum","NEUEA633EN5","CGND-HRA-00671"
"ENSG00000173548","399","Cerebellum","NEUEB569WFU","CGND-HRA-01421"
"ENSG00000173548","303","Cerebellum","NEUEC006FND","CGND-HRA-00073"
"ENSG00000173548","303","Cerebellum","NEUEE362LGE","CGND-HRA-01632"
"ENSG00000173548","210","Cerebellum","NEUEE593VY7","CGND-HRA-00404"
"ENSG00000173548","299","Cerebellum","NEUEF397VVN","CGND-HRA-00303"
"ENSG00000173548","303","Cerebellum","NEUEF856BLV","CGND-HRA-00465"
"ENSG00000173548","358","Cerebellum","NEUEG442LDR","CGND-HRA-00667"
"ENSG00000173548","324","Cerebellum","NEUEH612JPA","CGND-HRA-00542"
"ENSG00000173548","379","Cerebellum","NEUEL133AK6","CGND-HRA-00069"
"ENSG00000173548","344","Cerebellum","NEUEL766XR1","CGND-HRA-03485"
"ENSG00000173548","484","Cerebellum","NEUEM417CHQ","CGND-HRA-02507-2"
"ENSG00000173548","353","Cerebellum","NEUEP010ZFE","CGND-HRA-01178"
"ENSG00000173548","331","Cerebellum","NEUFE255AG2","CGND-HRA-00486"
"ENSG00000173548","321","Cerebellum","NEUFF179PPT","CGND-HRA-00492"
"ENSG00000173548","1529","Cerebellum","NEUFG213VG0","CGND-HRA-03295"
"ENSG00000173548","306","Cerebellum","NEUFN693AHN","CGND-HRA-02741"
"ENSG00000173548","195","Cerebellum","NEUFT454ZFP","CGND-HRA-00203"
"ENSG00000173548","275","Cerebellum","NEUFU395MJD","CGND-HRA-03057"
"ENSG00000173548","261","Cerebellum","NEUFV843EVC","CGND-HRA-01504"
"ENSG00000173548","1264","Cerebellum","NEUFY271WFL","CGND-HRA-03271"
"ENSG00000173548","402","Cerebellum","NEUGA773REC","CGND-HRA-00081"
"ENSG00000173548","289","Cerebellum","NEUGD051YM7","CGND-HRA-02432"
"ENSG00000173548","370","Cerebellum","NEUGD887RT1","CGND-HRA-01492-2"
"ENSG00000173548","269","Cerebellum","NEUGG230KV0","CGND-HRA-02438"
"ENSG00000173548","268","Cerebellum","NEUGJ562DR9","CGND-HRA-02515"
"ENSG00000173548","956","Cerebellum","NEUGJ583BEE","CGND-HRA-01184-2"
"ENSG00000173548","470","Cerebellum","NEUGK141CFH","CGND-HRA-01173"
"ENSG00000173548","240","Cerebellum","NEUGL022MN2","CGND-HRA-01585"
"ENSG00000173548","169","Cerebellum","NEUGP259EBV","CGND-HRA-01443"
"ENSG00000173548","495","Cerebellum","NEUGT049MJ1","CGND-HRA-02909"
"ENSG00000173548","254","Cerebellum","NEUGU437VNF","CGND-HRA-01422"
"ENSG00000173548","273","Cerebellum","NEUGV102NYT","CGND-HRA-01975"
"ENSG00000173548","410","Cerebellum","NEUGV399KJW","CGND-HRA-00365"
"ENSG00000173548","274","Cerebellum","NEUGY575NUQ","CGND-HRA-00585"
"ENSG00000173548","790","Cerebellum","NEUGY741GH8","CGND-HRA-00480"
"ENSG00000173548","197","Cerebellum","NEUHC282LVJ","CGND-HRA-00077"
"ENSG00000173548","339","Cerebellum","NEUHC994KV4","CGND-HRA-02232"
"ENSG00000173548","274","Cerebellum","NEUHD481VCL","CGND-HRA-00206"
"ENSG00000173548","618","Cerebellum","NEUHJ609AXD","CGND-HRA-03501"
"ENSG00000173548","324","Cerebellum","NEUHM340FBZ","CGND-HRA-00706"
"ENSG00000173548","174","Cerebellum","NEUHM399CBL","CGND-HRA-01561"
"ENSG00000173548","397","Cerebellum","NEUHR385WC6","CGND-HRA-03318"
"ENSG00000173548","558","Cerebellum","NEUHT948VAD","CGND-HRA-03457"
"ENSG00000173548","1384","Cerebellum","NEUHX090PGV","CGND-HRA-00643"
"ENSG00000173548","1364","Cerebellum","NEUJF556NPE","CGND-HRA-03336"
"ENSG00000173548","403","Cerebellum","NEUJL308UBK","CGND-HRA-01350"
"ENSG00000173548","419","Cerebellum","NEUKN179PH8","CGND-HRA-03607"
"ENSG00000173548","464","Cerebellum","NEUJR587KPC","CGND-HRA-02226-2"
"ENSG00000173548","584","Cerebellum","NEUJT167ZDX","CGND-HRA-03277"
"ENSG00000173548","549","Cerebellum","NEUJV725KH1","CGND-HRA-03013"
"ENSG00000173548","618","Cerebellum","NEUJW763EK7","CGND-HRA-03283"
"ENSG00000173548","198","Cerebellum","NEUJZ255ZC5","CGND-HRA-00076"
"ENSG00000173548","295","Cerebellum","NEUKD974CXJ","CGND-HRA-01413"
"ENSG00000173548","258","Cerebellum","NEUKG838WER","CGND-HRA-01579"
"ENSG00000173548","276","Cerebellum","NEUKH671TD4","CGND-HRA-02256"
"ENSG00000173548","313","Cerebellum","NEUKJ257ZPG","CGND-HRA-01573"
"ENSG00000173548","441","Cerebellum","NEUKJ976GGT","CGND-HRA-03004"
"ENSG00000173548","376","Cerebellum","NEUKM699KKH","CGND-HRA-00074"
"ENSG00000173548","290","Cerebellum","NEUKN179PH8","CGND-HRA-02142"
"ENSG00000173548","359","Cerebellum","NEUKN209FNW","CGND-HRA-01362"
"ENSG00000173548","281","Cerebellum","NEUKT470MVZ","CGND-HRA-02456"
"ENSG00000173548","372","Cerebellum","NEUKV592NUT","CGND-HRA-01616"
"ENSG00000173548","183","Cerebellum","NEUKX037NKA","CGND-HRA-00182"
"ENSG00000173548","196","Cerebellum","NEUKX037NKA","CGND-HRA-00533"
"ENSG00000173548","215","Cerebellum","NEUKY135CV6","CGND-HRA-00380"
"ENSG00000173548","387","Cerebellum","NEUKZ647RCA","CGND-HRA-03348"
"ENSG00000173548","263","Cerebellum","NEUKZ727YY5","CGND-HRA-01622"
"ENSG00000173548","367","Cerebellum","NEULA285XJ0","CGND-HRA-01625"
"ENSG00000173548","263","Cerebellum","NEULH417FZJ","CGND-HRA-01278"
"ENSG00000173548","434","Cerebellum","NEULH901PYF","CGND-HRA-00726"
"ENSG00000173548","534","Cerebellum","NEULJ443PF5","CGND-HRA-01467"
"ENSG00000173548","390","Cerebellum","NEULN488RD5","CGND-HRA-00731"
"ENSG00000173548","217","Cerebellum","NEULP959LBP","CGND-HRA-01544"
"ENSG00000173548","438","Cerebellum","NEULT268RM4","CGND-HRA-00719"
"ENSG00000173548","405","Cerebellum","NEULV114EY9","CGND-HRA-01982"
"ENSG00000173548","591","Cerebellum","NEULV205HP5","CGND-HRA-03445"
"ENSG00000173548","550","Cerebellum","NEUME287RK2","CGND-HRA-00072"
"ENSG00000173548","635","Cerebellum","NEUMG691WPH","CGND-HRA-03474"
"ENSG00000173548","769","Cerebellum","NEUMH687NCM","CGND-HRA-03396"
"ENSG00000173548","698","Cerebellum","NEUMJ990MCW","CGND-HRA-03301"
"ENSG00000173548","365","Cerebellum","NEUMK638LUX","CGND-HRA-00549"
"ENSG00000173548","302","Cerebellum","NEUML172BXK","CGND-HRA-00197"
"ENSG00000173548","330","Cerebellum","NEUMM043VF4","CGND-HRA-02444"
"ENSG00000173548","232","Cerebellum","NEUMP035RP4","CGND-HRA-00204"
"ENSG00000173548","338","Cerebellum","NEUMT947ALA","CGND-HRA-00392"
"ENSG00000173548","265","Cerebellum","NEUMV641VYK","CGND-HRA-00410"
"ENSG00000173548","500","Cerebellum","NEUMY028JH4","CGND-HRA-01354"
"ENSG00000173548","226","Cerebellum","NEUNE163HV9","CGND-HRA-02912"
"ENSG00000173548","199","Cerebellum","NEUNE940RZC","CGND-HRA-00398"
"ENSG00000173548","290","Cerebellum","NEUNL548ZBN","CGND-HRA-00730"
"ENSG00000173548","426","Cerebellum","NEUNL974RU6","CGND-HRA-00620"
"ENSG00000173548","320","Cerebellum","NEUNW210GCW","CGND-HRA-00082"
"ENSG00000173548","418","Cerebellum","NEUNW244GF0","CGND-HRA-00349"
"ENSG00000173548","414","Cerebellum","NEUNY116EZW","CGND-HRA-00713"
"ENSG00000173548","244","Cerebellum","NEUNY116EZW","CGND-HRA-01480"
"ENSG00000173548","336","Cerebellum","NEUPG593UTV","CGND-HRA-03051"
"ENSG00000173548","261","Cerebellum","NEUPG876HJT","CGND-HRA-02163"
"ENSG00000173548","452","Cerebellum","NEUPH726JJJ","CGND-HRA-03439"
"ENSG00000173548","388","Cerebellum","NEUPK732LNT","CGND-HRA-00725"
"ENSG00000173548","148","Cerebellum","NEUPM864FBE","CGND-HRA-01613"
"ENSG00000173548","561","Cerebellum","NEUPU334DL1","CGND-HRA-01370"
"ENSG00000173548","905","Cerebellum","NEURA496RM8","CGND-HRA-03408"
"ENSG00000173548","353","Cerebellum","NEURD419AFL","CGND-HRA-03037"
"ENSG00000173548","568","Cerebellum","NEURD711XCL","CGND-HRA-00721"
"ENSG00000173548","683","Cerebellum","NEURJ886YZU","CGND-HRA-01510-2"
"ENSG00000173548","327","Cerebellum","NEURK749WFB","CGND-HRA-00729"
"ENSG00000173548","373","Cerebellum","NEURN516YR8","CGND-HRA-00720"
"ENSG00000173548","306","Cerebellum","NEURW761XNG","CGND-HRA-01451"
"ENSG00000173548","230","Cerebellum","NEURX991BWB","CGND-HRA-00618"
"ENSG00000173548","410","Cerebellum","NEURY396DC4","CGND-HRA-01603"
"ENSG00000173548","493","Cerebellum","NEURY468PVP","CGND-HRA-02244"
"ENSG00000173548","160","Cerebellum","NEUTB398FC9","CGND-HRA-00434"
"ENSG00000173548","301","Cerebellum","NEUTC015WBG","CGND-HRA-02500"
"ENSG00000173548","578","Cerebellum","NEUTC651YRK","CGND-HRA-01591-2"
"ENSG00000173548","270","Cerebellum","NEUTD254HL0","CGND-HRA-01516"
"ENSG00000173548","206","Cerebellum","NEUTL441LZ7","CGND-HRA-00319"
"ENSG00000173548","302","Cerebellum","NEUTL588HAA","CGND-HRA-01459"
"ENSG00000173548","487","Cerebellum","NEUTN269WMP","CGND-HRA-03031"
"ENSG00000173548","395","Cerebellum","NEUTP019MY9","CGND-HRA-00357"
"ENSG00000173548","268","Cerebellum","NEUTP414KZ2","CGND-HRA-00196"
"ENSG00000173548","572","Cerebellum","NEUTR110WRK","CGND-HRA-02533"
"ENSG00000173548","353","Cerebellum","NEUTZ062XC5","CGND-HRA-00653"
"ENSG00000173548","396","Cerebellum","NEUTZ242FYW","CGND-HRA-02486"
"ENSG00000173548","344","Cerebellum","NEUUE532LFF","CGND-HRA-00723"
"ENSG00000173548","448","Cerebellum","NEUUF289NRL","CGND-HRA-01366"
"ENSG00000173548","731","Cerebellum","NEUUK557CZW","CGND-HRA-00475"
"ENSG00000173548","640","Cerebellum","NEUUW406NWF","CGND-HRA-03491"
"ENSG00000173548","232","Cerebellum","NEUUW911LWA","CGND-HRA-00538"
"ENSG00000173548","285","Cerebellum","NEUUY552RBK","CGND-HRA-01644"
"ENSG00000173548","199","Cerebellum","NEUUZ212DHJ","CGND-HRA-03019"
"ENSG00000173548","136","Cerebellum","NEUVB305VU7","CGND-HRA-00194"
"ENSG00000173548","373","Cerebellum","NEUVE818GRA","CGND-HRA-03063"
"ENSG00000173548","238","Cerebellum","NEUVM032BF2","CGND-HRA-02632"
"ENSG00000173548","311","Cerebellum","NEUVZ387WGH","CGND-HRA-00326"
"ENSG00000173548","204","Cerebellum","NEUWC334RTZ","CGND-HRA-01372"
"ENSG00000173548","741","Cerebellum","NEUWD570BTK","CGND-HRA-01378"
"ENSG00000173548","334","Cerebellum","NEUWG326WUJ","CGND-HRA-01619"
"ENSG00000173548","202","Cerebellum","NEUWG523WRV","CGND-HRA-00639-2"
"ENSG00000173548","214","Cerebellum","NEUWK953TJN","CGND-HRA-02450"
"ENSG00000173548","530","Cerebellum","NEUWL993GU2","CGND-HRA-00676"
"ENSG00000017483","50","Cerebellum","NEUWC334RTZ","CGND-HRA-01372"
"ENSG00000173548","216","Cerebellum","NEUWP285RM6","CGND-HRA-00416"
"ENSG00000173548","271","Cerebellum","NEUWT414AYT","CGND-HRA-02181"
"ENSG00000173548","342","Cerebellum","NEUWX051HMF","CGND-HRA-01442"
"ENSG00000173548","431","Cerebellum","NEUWX086DGZ","CGND-HRA-00075"
"ENSG00000173548","357","Cerebellum","NEUWZ373ZHA","CGND-HRA-00311"
"ENSG00000173548","1000","Cerebellum","NEUWZ841BRT","CGND-HRA-03265"
"ENSG00000173548","345","Cerebellum","NEUXD265LJ8","CGND-HRA-01657"
"ENSG00000173548","333","Cerebellum","NEUXD817GGZ","CGND-HRA-00718"
"ENSG00000173548","303","Cerebellum","NEUXD817GGZ","CGND-HRA-02220"
"ENSG00000173548","530","Cerebellum","NEUXF746MEU","CGND-HRA-02462"
"ENSG00000173548","376","Cerebellum","NEUXR145UBL","CGND-HRA-01358"
"ENSG00000173548","662","Cerebellum","NEUXT258BD4","CGND-HRA-00728"
"ENSG00000173548","161","Cerebellum","NEUXT979EZV","CGND-HRA-00078"
"ENSG00000173548","439","Cerebellum","NEUXV447YXF","CGND-HRA-03421"
"ENSG00000173548","380","Cerebellum","NEUXW599BNC","CGND-HRA-01311"
"ENSG00000173548","299","Cerebellum","NEUXY076JMB","CGND-HRA-00662"
"ENSG00000173548","517","Cerebellum","NEUYB686REL","CGND-HRA-00079"
"ENSG00000173548","478","Cerebellum","NEUYE611NWL","CGND-HRA-03330"
"ENSG00000173548","454","Cerebellum","NEUYJ579GT6","CGND-HRA-02175"
"ENSG00000173548","294","Cerebellum","NEUYM351YP3","CGND-HRA-02480"
"ENSG00000173548","242","Cerebellum","NEUYT145HVC","CGND-HRA-02156"
"ENSG00000173548","475","Cerebellum","NEUYT145HVC","CGND-HRA-03614"
"ENSG00000173548","152","Cerebellum","NEUYV496XLP","CGND-HRA-00070"
"ENSG00000173548","374","Cerebellum","NEUYW563PXU","CGND-HRA-02493-2"
"ENSG00000173548","503","Cerebellum","NEUYX020CB0","CGND-HRA-00386"
"ENSG00000173548","271","Cerebellum","NEUYY221HZA","CGND-HRA-00724"
"ENSG00000173548","409","Cerebellum","NEUZB953VCD","CGND-HRA-00598"
"ENSG00000173548","324","Cerebellum","NEUZK186ZK4","CGND-HRA-00202"
"ENSG00000173548","703","Cerebellum","NEUZU200WEQ","CGND-HRA-00071"
"ENSG00000173548","598","Cerebellum","NEUZV622ZHF","CGND-HRA-00636"
"ENSG00000173548","270","Cerebellum","NEUZX073BDK","CGND-HRA-00372"
"ENSG00000173548","169","Cerebellum","NEUZX847VWV-NEUWR459TCY","CGND-HRA-01556"
"ENSG00000166762","2516","Cerebellum","GWF14-01","CGND-HRA-00295"
"ENSG00000166762","2219","Cerebellum","JHU10","CGND-HRA-00106"
"ENSG00000166762","1662","Cerebellum","JHU12","CGND-HRA-00108"
"ENSG00000166762","1042","Cerebellum","JHU14","CGND-HRA-00110"
"ENSG00000166762","1624","Cerebellum","JHU15","CGND-HRA-00111"
"ENSG00000166762","2000","Cerebellum","JHU21","CGND-HRA-00117-2"
"ENSG00000166762","2047","Cerebellum","JHU22","CGND-HRA-00118"
"ENSG00000166762","1166","Cerebellum","JHU25","CGND-HRA-00121"
"ENSG00000166762","1847","Cerebellum","JHU29","CGND-HRA-00125"
"ENSG00000166762","1374","Cerebellum","JHU3","CGND-HRA-00099"
"ENSG00000166762","1597","Cerebellum","JHU30","CGND-HRA-00126"
"ENSG00000166762","2583","Cerebellum","JHU32","CGND-HRA-00128"
"ENSG00000166762","2418","Cerebellum","JHU34","CGND-HRA-00130"
"ENSG00000166762","2153","Cerebellum","JHU44","CGND-HRA-00140"
"ENSG00000166762","3005","Cerebellum","JHU45","CGND-HRA-00141"
"ENSG00000166762","584","Cerebellum","JHU46","CGND-HRA-00142"
"ENSG00000166762","1632","Cerebellum","JHU47","CGND-HRA-00143"
"ENSG00000166762","2062","Cerebellum","JHU5","CGND-HRA-00101"
"ENSG00000166762","1946","Cerebellum","JHU50","CGND-HRA-00146"
"ENSG00000166762","2680","Cerebellum","JHU55","CGND-HRA-00151"
"ENSG00000166762","1703","Cerebellum","JHU58","CGND-HRA-00154"
"ENSG00000166762","2226","Cerebellum","JHU60","CGND-HRA-00156"
"ENSG00000166762","2847","Cerebellum","JHU63","CGND-HRA-00159"
"ENSG00000166762","1792","Cerebellum","JHU70","CGND-HRA-00166"
"ENSG00000166762","5527","Cerebellum","JHU72","CGND-HRA-00168"
